id	author	title	date
10.2307/438345	Phillip Harth	Political Interpretations of "Venice Preserv'd"	1988
10.2307/438480	Mary Blockley	Old English Coordination_ Apposition_ and the Syntax of English Poetry	1989
10.2307/435687	Kurt Lewent		1956
10.2307/433404	M. Channing Linthicum	Malvolio's Cross-Gartered Yellow Stockings	1927
10.2307/439151		Back Matter	2001
10.2307/437562	Charles E. Pierce_ Jr.		1988
10.2307/437059	Robert J. Rodini		1984
10.2307/436520	Constance B. Hieatt	Alliterative Patterns in the Hypermetric Lines of Old English Verse	1974
10.2307/438823		Back Matter	1988
10.2307/433391	Archer Taylor		1927
10.2307/438351	James Engell	Wealth and Words: Pope's "Epistle to Bathurst"	1988
10.2307/437011	Maynard Mack_ Jr.		1985
10.1086/506546	Michael Leslie	<i>Rebecca W. Bushnell</i>_ Green Desire: Imagining Early Modern English Gardens	2005
10.2307/435165	Jean H. Hagstrum		1956
10.2307/438356	W. B. Carnochan	The Comic Plot of Hume's "Dialogues"	1988
10.2307/436417	R. M. Wiles		1965
10.2307/437050		Front Matter	1984
10.2307/436673	G. P. V. Akrigg		1967
10.2307/438394	Mary Arshagouni	The Latin "Stationes" in John Donne's "Devotions upon Emergent Occasions"	1991
10.1086/588123	Alok Yadav	<i>Tony Crowley</i>_ Wars of Words: The Politics of Language in Ireland_ 1537–2004	2007
10.2307/439013	Paul Allen Miller		1999
10.2307/433074	Olin H. Moore	Literary Relationships of Guy De Maupassant	1918
10.2307/433006	W. K. Smart	Some Notes on "Mankind". (Continued)	1916
10.2307/438940		Back Matter	2000
10.2307/435121	Elgin W. Mellown	Gerard Manley Hopkins and His Public_ 1889-1918	1959
10.1086/597250	Kazutomo Karasawa	A Note on Beowulf Line 1757	2008
10.2307/433219	Frederick E. Pierce	The Genesis and General Meaning of Blake's "Milton"	1927
10.2307/432664	Edward Payson Morton	The Spenserian Stanza before 1700	1907
10.2307/433086	H. Carrington Lancaster	The Genesis of "Ruy Blas"	1917
10.2307/435529		Front Matter	1949
10.2307/438849	W. R. Streitberger		2001
10.2307/433472	Ernest H. Wilkins	The Pre-chigi Form of the "Canzoniere" of Petrarch	1926
10.2307/438421	Lila R. Gleitman	A Human Universal: The Capacity to Learn a Language	1993
10.2307/433794	Edith Rickert	Extracts from a Fourteenth-Century Account Book	1926
10.2307/433813	Raymond D. Havens	Concerning the "Ode on a Grecian Urn"	1926
10.2307/436111	L. A. Beaurline		1975
10.2307/436245	Maurice B. Cramer	Maisie Ward and Browning Biography: A New Era	1971
10.2307/439202	Philip Gould		1999
10.2307/435622	John C. McCloskey	Cooper's Political Views in "The Crater"	1955
10.2307/434432	George Williamson		1937
10.2307/432591	Aura Miller	The Sixth Quarto of "Hamlet" in a New Light	1907
10.2307/436414	Martin C. Battestin		1965
10.2307/438856	Eric S. Mallin		2001
10.1086/511720	Dennis Kezar	Book Reviews: <i>Georgia Brown</i>_ Redefining Elizabethan Literature	2006
10.2307/438713	Peter L. Allen		1995
10.2307/433901	S. B. Liljegren		1933
10.1086/376662	Philip Connell	<i>Miranda J. Burgess</i>_ British Fiction and the Production of Social Order_ 1740–1830	2003
10.2307/437554	David Grene		1988
10.2307/438912	Dyan Elliott		1998
10.2307/434976	John M. Steadman	"Sin" and the Serpent of Genesis 3 "Paradise Lost"_ II_ 650-53	1957
10.2307/435909	Sumner Ferris	The Date of Chaucer's Final Annuity and of the "Complaint to His Empty Purse"	1967
10.2307/435834	John M. Aden	Another Analogue to Pope's Vice Triumphant	1968
10.2307/435960	Edwin B. Place		1975
10.2307/434481	Bernard Weinberg		1938
10.2307/436150	Theodore A. Stroud	Genres and Themes: A Reaction to Two Views of Chaucer	1974
10.1086/598704	Daria Perocco	Thought Pieces for Elissa Weaver	2009
10.2307/435805	Benjamin Boyce		1968
10.2307/437702	David Bevington		1979
10.1086/598566	Alison James	<i>Debarati Sanyal</i>_ The Violence of Modernity: Baudelaire_ Irony_ and the Politics of Form	2008
10.2307/437748	Selma B. Brody	Physics in "Middlemarch": Gas Molecules and Ethereal Atoms	1987
10.2307/438579	Robert Storey		1997
10.1086/376656	Christopher Fanning	Small Particles of Eloquence: Sterne and the Scriblerian Text	2003
10.2307/439082	Barry Milligan		2000
10.2307/438679	Mutlu Konuk Blasing		1993
10.2307/437791	John D. Cox	The Medieval Background of "Measure for Measure"	1983
10.2307/433252	Charles Frederick Harrold	The Mystical Element in Carlyle (1827-34)	1932
10.2307/437644	Rawdon Wilson	Drawing New Lessons from Old Masters: The Concept of "Character" in the "Quijote"	1980
10.2307/432413	R. Garnett	Ben Jonson's Probable Authorship of Scene 2_ Act IV_ of Fletcher's "Bloody Brother"	1905
10.1086/511730	Douglas Barbour	Book Reviews: <i>Méira Cook</i>_ Writing Lovers: Reading Canadian Love Poetry by Women	2006
10.2307/436201	Leonard E. Nathan		1964
10.2307/435563	Sears Jayne		1952
10.2307/432554	C. R. Baskervill	The Sources of Jonson's "Masque of Christmas" and "Love's Welcome at Welbeck"	1908
10.2307/433124	C. R. B.		1919
10.1086/668584	Lee M. Jenkins	<i>Jahan Ramazani</i>_ A Transnational Poetics	2013
10.2307/433431	Charles Read Baskervill	Conventional Features of Medwall's "Fulgens and Lucres"	1927
10.2307/433081	Orie William Long	English and American Imitations of Goethe's "Werter"	1916
10.2307/436165	John Canuteson	The Crucifixion and the Second Coming in "The Dream of the Rood"	1969
10.2307/438323	Seiichi Suzuki	Preference Conditions for Resolution in the Meter of "Beowulf": Kaluza's Law Reconsidered	1996
10.2307/437665	Edwin M. Eigner		1980
10.2307/432510	Francis A. Wood	"Elckerlijc-Everyman:" The Question of Priority	1910
10.2307/434882	Harold W. Blodgett		1961
10.2307/433909	Georges F. Védier		1945
10.2307/436962	Sidney Gottlieb	Milton's Land-Ships and John Wilkins	1986
10.2307/435022	George F. Sensabaugh		1955
10.2307/433311	M. G. Frampton	Cadmon's Hymn	1924
10.2307/436396	Merlin Bowen		1970
10.2307/438690	Carlos Jerez-Farrán	El sadomasoquismo homoerótico como expresión de homofobia internalizada en el cuadro 2 de "El público" de García Lorca	1996
10.2307/436922	J. Gulsoy		1977
10.2307/436159	Quentin Skinner		1974
10.2307/434573	Archer Taylor		1940
10.2307/438088	Kenneth Gross		1992
10.2307/437833	Jack Kolb		1980
10.2307/434015	James R. Hulbert		1936
10.2307/433215	F. P. Magoun_ Jr.	The Chaucer of Spenser and Milton	1927
10.2307/435314	Austin Wright	Victorian Bibliography for 1948	1949
10.2307/435293	E. K. Brown		1950
10.2307/438458	Maria Luisa Ardizzone	Guido Guinizzelli's "Al cor gentil": A Notary in Search of Written Laws	1997
10.2307/437693	David A. Lawton	Gaytryge's Sermon_ "Dictamen_" and Middle English Alliterative Verse	1979
10.2307/438397	Tilottama Rajan	Allegories of Intertextuality: The Controversy over Paul de Man	1991
10.2307/439115	Stuart M. Tave		1998
10.2307/434144	Walter E. Houghton	Yeats and Crazy Jane: The Hero in Old Age	1943
10.2307/438681	Norma Field		1993
10.2307/436682	George Levine		1967
10.2307/435526	Wolfgang F. Taraba		1958
10.2307/433509		Briefer Mention	1930
10.2307/437186	John R. Nabholtz	The Text of Coleridge's "Essays on the Principles of Genial Criticism"	1987
10.2307/438444	Craig M. Rustici		1994
10.2307/432835	J. R. Hulbert		1920
10.2307/434810	Marcel Françon	La Genèse d'une Légende: La Date de la Naissance de Ronsard	1948
10.2307/433694	Lily B. Campbell	A Note on Scaliger's "Poetices"	1923
10.2307/437254	Raymond B. Waddington		1980
10.2307/434375	Edmond Faral	Sur Trois vers de la "Chanson de Roland" (vers 1016_ 1465_ 1517)	1941
10.2307/434956		Back Matter	1958
10.2307/437984	Robert Hasenfratz	"Eisegan stefne (Christ and Satan 36a)"_ the "Visio Pauli"_ and "ferrea vox (Aeneid 6_ 626)"	1989
10.2307/436810	Noel L. Corbett		1973
10.2307/436303	Nicolai von Kreisler	A Recurrent Expression of Devotion in Chaucer's "Book of the Duchess_" "Parliament of Fowls_" and "Knight's Tale"	1970
10.2307/438092	Martin C. Battestin		1992
10.2307/434845		Front Matter	1962
10.2307/435467	Kenneth S. Rothwell		1963
10.2307/437369	Brian Corman		1981
10.2307/432408	J. E. Spingarn	The Sources of Jonson's "Discoveries"	1905
10.2307/432468	D. L. Thomas	Authorship of "Revenge for Honour"	1908
10.2307/435061	Don Cameron Allen		1956
10.2307/433178	K. Pietsch	On the Language of the Spanish Grail Fragments. I	1915
10.2307/433997	Walter Blair	On the Structure of "Tom Sawyer"	1939
10.2307/438851	Geoffrey Miles		2001
10.2307/433872	Robert Vigneron	M. Bergeret et la criminologie	1928
10.2307/435214	Geoffrey H. Hartman		1961
10.1086/664957	Paul Baines	<i>Kate Loveman</i>_ Reading Fictions_ 1660–1740: Deception in English Literary and Political Culture	2012
10.2307/436433	Michael West	Old Cotter and the Enigma of Joyce's "The Sisters"	1970
10.2307/433380	David Harrison Stevens	The Bridgewater Manuscript of "Comus"	1927
10.2307/432954	Thomas A. Knott	Observations on the Authorship of "Piers the Plowman."-(Concluded)	1917
10.2307/432758	Hermann J. Weigand	Heine's Return to God	1920
10.2307/434097	R. W. Seitz		1934
10.2307/435619	Marcel Françon	Des Chroniques Gargantuines a "Pantagruel"	1955
10.2307/439315	Devoney Looser		2000
10.2307/432749	J. R. Hulbert	Syr Gawayn and the Grene Knyzt-(Concluded)	1916
10.2307/437232	Karl D. Uitti		1986
10.1086/433218	Peter C. Herman	<i>John Huntington</i>_ Ambition_ Rank_ and Poetry in 1590s England	2005
10.2307/1215731	Marco Di Palma	The Ethics of the "Lettres Morales" and Rousseau's Philosophical Project	2002
10.2307/436984	Edward L. Saslow	Dryden as Historiographer Royal_ and the Authorship of "His Majesties Declaration Defended"	1978
10.2307/437589	Michael J. Curley	The Cloak of Anonymity and "The Prophecy of John of Bridlington"	1980
10.1086/665330		Front Cover	2012
10.2307/438961	Vincenzo Binetti		1997
10.2307/432947	J. F. L. Raschen	The Hostage: An Arabian Parallel to Schiller's Ballad "Die Bürgschaft"	1919
10.2307/434591		Books Received	1939
10.2307/438290	Andrew Wiget		1991
10.2307/433260	A. J. Farmer		1932
10.2307/435036	A. D. H. Bivar	Lyonnesse: The Evolution of a Fable	1953
10.2307/434712		Books Received	1946
10.2307/437035	Scott Colley		1985
10.2307/437349	Henry Kozicki		1981
10.2307/438587	Steven W. May		1997
10.2307/438261		Volume Information	1991
10.2307/435677	Stuart Tave		1963
10.2307/435361	Otto Olivera		1956
10.2307/436702	Albert R. Cirillo		1971
10.2307/438258	Patricia C. Willis		1990
10.2307/434710	Charles Frederick Harrold		1946
10.2307/438391		Back Matter	1992
10.2307/438509	Lawrence F. Rhu		1995
10.2307/434001	Albert Howard Carter		1939
10.1086/660751	Anne Cotterill	<i>Christopher D'Addario</i>_ Exile and Journey in Seventeenth-Century Literature	2011
10.2307/435189	J. A. Scott		1959
10.2307/432999		Volume Information	1916
10.2307/1215628	Gregory Kneidel		2002
10.1086/382827	Elaine Hadley	<i>Kevin Chase</i> and <i>Michael Levenson</i>_ The Spectacle of Intimacy: A Public Life of the Victorian Family	2003
10.2307/433166	A. R. Nykl	Two Arabic Words in the "Romancero"	1919
10.2307/433044	Edith Rickert	A New Interpretation of "The Parlement of Foules"	1920
10.2307/433991		Volume Information	1939
10.2307/432610	Otto Heller	Ahasver in der Kunstdichtung	1905
10.2307/435968	Henry Knight Miller		1975
10.2307/434596	Robert H. Wilson	Malory and the "Perlesvaus"	1932
10.2307/434038		Books Received	1945
10.2307/432933	Francis A. Wood	Notes on Old High German Texts	1915
10.2307/433083	C. R. Baskervill	Some Evidence for Early Romantic Plays in England. (Continued)	1916
10.2307/438143	Russ McDonald		1994
10.2307/435545	Francis J. Crowley - Necker de Staël Holstein	Madame de Staël and the United States	1955
10.2307/434497	E. N. Anderson		1936
10.2307/433612	Edith Rickert	Chaucer at School	1932
10.2307/432522	Wm. H. Carpenter	Dutch Contributions to the Vocabulary of English in America: Dutch Remainders in New York State	1908
10.1086/591256	Lars Engle	Oedipal Marlowe_ Mimetic Middleton	2008
10.2307/436190	G. Ross Roy		1969
10.2307/438439	Glending Olson		1994
10.2307/436774	Peter K. Jansen		1971
10.2307/436164		Front Matter	1969
10.2307/438938	Julie A. Carlson	Characters: Mary Wollstonecraft and Germaine de Staël	2000
10.2307/436655	Karl Kroeber		1972
10.2307/432973	Helen Sard Hughes	Richardson and Warburton	1919
10.2307/432497	Oliver Farrar Emerson	The Suitors in Chaucer's "Parlement of Foules"	1910
10.2307/438861	Marcus Walsh		2001
10.1086/669251	László Sándor Chardonnens	Mantic Alphabets in Medieval Western Manuscripts and Early Printed Books	2013
10.2307/433399	Eleanor Prescott Hammond	Lydgate and Coluccio Salutati	1927
10.2307/432888	Ernest H. Wilkins	The Derivation of the "Canzone"	1915
10.1086/595652	Jennifer Scappettone	<i>Jonah Siegel</i>_ Haunted Museum: Longing_ Travel and the Art Romance Tradition	2008
10.2307/435454	M. K. Starkman		1962
10.1086/423650	Christopher Castiglia	The Masochistic Pleasures of Sentimental Literature	2004
10.2307/438212	Patricia Meyer Spacks		1990
10.2307/433412	T. Atkinson Jenkins		1927
10.1086/669041		Inside Front Cover	2012
10.2307/437552	Nicholas A. Joukovsky	A New "Little Book" by Thomas Love Peacock	1988
10.2307/438564	Arthur Kirsch		1990
10.2307/433926	Eugene N. Anderson		1937
10.2307/439199	Nigel Smith		1999
10.2307/437114	Robert D. Hume	Marital Discord in English Comedy from Dryden to Fielding	1977
10.2307/435633		Back Matter	1955
10.2307/439208	Elsie B. Michie		1999
10.2307/433510	F. A. G. Cowper	Date and Dedication of the "Roman de Troie"	1930
10.2307/438736	Dympna C. Callaghan		1993
10.2307/439003	David G. Nicholls		1997
10.2307/439231	John Maynard		1999
10.2307/432794	Donald Clive Stuart	Stage Decoration and the Unity of Place in France in the Seventeenth Century	1913
10.2307/435665	R. H. Super	Documents in the Matthew Arnold-Sainte-Beuve Relationship	1963
10.2307/435380	Paul Baender		1960
10.2307/435682		Back Matter	1963
10.2307/432594	Ernst Voss	Nachricht von J. Wimpfelings Deutschland	1907
10.2307/434126	Charles Frederick Harrold		1941
10.2307/437415	J. L. Styan		1985
10.1086/511726	Ivan Kreilkamp	Book Reviews: <i>Pam Morris</i>_ Imagining Inclusive Society in Nineteenth‐Century Novels: The Code of Sincerity in the Public Sphere	2006
10.2307/437090	Peter J. Rabinowitz		1983
10.2307/439274	Wendy Olmsted		2000
10.2307/437500	Richard Strier	"To All Angels and Saints": Herbert's Puritan Poem	1979
10.2307/438158		Back Matter	1994
10.2307/438150	Fredric V. Bogel		1994
10.2307/434477	Dixon Wecter - James Boswell	Four Unpublished Letters from Boswell to Burke	1938
10.2307/438697	Eric Rothstein		1996
10.2307/435775	A. R. Heiserman		1964
10.2307/435168		Back Matter	1956
10.2307/437832	A. Dwight Culler		1980
10.2307/433579	Colbert Searles		1928
10.2307/436928	Steven N. Zwicker		1977
10.2307/436242	Elliot M. Schrero	The Narrator's Palace of Thought in "The Sacred Fount"	1971
10.2307/437710	Karl Kroeber		1979
10.2307/432507	Barry Cerf	The Franco-Italian "Chevalerie Ogier" (Continued)	1910
10.2307/433942	Leicester Bradner		1935
10.2307/434499	Lawrence Babb		1936
10.2307/439248	Laura Kendrick		1998
10.2307/433855	William Diamond	Wilhelm Meister's Interpretation of Hamlet	1925
10.2307/433405	Allan H. Gilbert	Milton and the "Aminta"	1927
10.2307/432466	Winifred Smith	Italian and Elizabethan Comedy	1908
10.2307/438370	R. A. Shoaf		1992
10.2307/438756	Richard K. Emmerson		1992
10.2307/437954	Peter Hynes	Against Theory? Knowledge and Action in Wycherley's Plays	1996
10.2307/433730	Herbert H. Vaughan	Old French "Medesme" in Sicilian	1929
10.2307/438166	Michael Harney		1992
10.2307/437940	Rolf Soellner		1979
10.2307/3693735	Robert Herndon Fife_ Jr.	The German Romantic "Märchen"	1911
10.2307/438029	Thomas B. Gilmore	Implicit Criticism of Thomson's "Seasons" in Johnson's "Dictionary"	1989
10.2307/438882	Ira B. Nadel		1998
10.2307/439119		Volume Information	2001
10.2307/432966		The John G. White Collection	1917
10.2307/435393	James M. Osborn		1951
10.2307/436827	E. W. R. Jr. - G. J. K.	Foreword	1976
10.2307/435660	Morton W. Bloomfield	A Grammatical Approach to Personification Allegory	1963
10.1086/509016	Russ Castronovo	Book Reviews: <i>Michael T. Gilmore</i>_ Surface and Depth: The Quest for Legibility in American Culture	2006
10.2307/435241	Josephine Bauer	Some Verse Fragments and Prose "Characters" by Samuel Butler not Included in the "Complete Works"	1948
10.2307/433441	F. Schneider	Gustavo Adolfo Becquer as "Poeta" and His Knowledge of Heine's "Lieder"	1922
10.2307/437697	Charles G. Shirley_ Jr.	Alliteration as Evidence in Dating a Poem of Thomas Churchyard: An Exploratory Computer-Aided Study	1979
10.2307/438775	Willard Spiegelman		1992
10.2307/432514	F. M. Warren	Some Features of Style in Early French Narrative Poetry (1150-70). Part I	1905
10.2307/435861	Isabel G. MacCaffrey		1972
10.2307/437320	John King		1979
10.1086/655421	Francis-Noël Thomas	<i>Ruth Bernard Yeazell</i>_ Art of the Everyday: Dutch Painting and the Realist Novel	2010
10.1086/431557	Seth Lerer	<i>Elizabeth Fowler</i>_ Literary Character: The Human Figure in English Writing	2004
10.2307/438121	Lillian D. Bloom		1991
10.2307/433741	Richard T. Holbrook	Ci Falt La Geste Que Turoldus Declinet	1923
10.2307/434747	Arthur C. Kirsch	Dryden_ Corneille_ and the Heroic Play	1962
10.2307/436049	John L. Foster	Pound's Revision of Cantos I-III	1966
10.1086/509010	Peter C. Herman	Book Reviews: <i>Richard C. McCoy</i>_ Alterations of State: Sacred Kingship in the English Reformation	2006
10.2307/438334	Judith Fetterley		1996
10.2307/435301	William A. Nitze		1947
10.2307/432885	Stanley T. Williams	Some Versions of "Timon of Athens" on the Stage	1920
10.2307/434374	Ferdinand Lot	Encore la cantilene de Saint Faron	1941
10.2307/437618	M. Teresa Tavormina	Kindly Similitude: Langland's Matrimonial Trinity	1982
10.1086/509005	Lauren Tillinghast	<i>Christopher Butler</i>_ Pleasure and the Arts: Enjoying Literature_ Painting_ and Music	2006
10.2307/433716	George Sherburn		1929
10.1086/597239	Heather James	<i>Liz Oakley‐Brown</i>_ Ovid and the Cultural Politics of Translation in Early Modern England	2008
10.2307/434738	Lionel Stevenson		1957
